"schema_version"	"domain"	"kind"	"id"	"name"	"value"	"stage_1"	"stage_2"	"stage_3"	"unit"	"data_type"	"attributes"	"formula"	"notes"
"1.0"	"equipment"	"weapon"	"ember_scythe"	"余烬镰炮"	""	""	""	""	"record"	"record"	"family=hell_eye;role=main_weapon;rarity=rare;price=115;stats=atk_bonus:4|bullet_count:2|fire_rate_mult:0.82|projectile_damage_mult:0.425|spread_degrees:18.0|target_single_target_dps:58"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"weapon"	"frostline_rail"	"霜线轨炮"	""	""	""	""	"record"	"record"	"family=general;role=main_weapon;rarity=rare;price=145;stats=atk_bonus:8|bullet_count:1|bullet_speed_mult:1.35|fire_rate_mult:1.28|projectile_damage_mult:1.156|spread_degrees:0.0|target_single_target_dps:65"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"weapon"	"drone_command_staff"	"僚机指挥杖"	""	""	""	""	"record"	"record"	"family=divine;role=main_weapon;rarity=rare;price=140;stats=atk_bonus:1|bullet_count:2|drone_slots:1|fire_rate_mult:1.08|projectile_damage_mult:0.638|spread_degrees:8.0|target_single_target_dps:52"	"projectile_mult=target_dps*0.25*interval_mult/((10+atk_bonus)*bullet_count)"	"Weapon single-target DPS normalized to 40-66; coverage is budgeted separately."
"1.0"	"equipment"	"auxiliary"	"overclock_core"	"超频核心"	""	""	""	""	"record"	"record"	"family=general;role=stabilizer;rarity=common;price=50;compute=2;stats=atk_bonus:1|fire_rate_mult:0.92|mineral_bonus:0|speed_mult:1"	"rarity_budget_clamp"	"Legacy price 30 and compute 2; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"vector_thruster"	"矢量推进副机"	""	""	""	""	"record"	"record"	"family=general;role=stabilizer;rarity=common;price=50;compute=2;stats=atk_bonus:0|fire_rate_mult:1|mineral_bonus:0|speed_mult:1.08"	"rarity_budget_clamp"	"Legacy price 25 and compute 1; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"salvage_ai"	"回收演算副机"	""	""	""	""	"record"	"record"	"family=general;role=stabilizer;rarity=common;price=50;compute=2;stats=atk_bonus:0|fire_rate_mult:1|mineral_bonus:0.1|speed_mult:1"	"rarity_budget_clamp"	"Legacy price 40 and compute 2; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"targeting_ghost"	"幽灵瞄准副机"	""	""	""	""	"record"	"record"	"family=general;role=stabilizer;rarity=common;price=55;compute=3;stats=atk_bonus:1|fire_rate_mult:0.96|mineral_bonus:0|speed_mult:1"	"rarity_budget_clamp"	"Legacy price 55 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"choir_shard"	"圣歌碎片副机"	""	""	""	""	"record"	"record"	"family=general;role=stabilizer;rarity=common;price=75;compute=3;stats=atk_bonus:1|fire_rate_mult:0.92|mineral_bonus:0.1|speed_mult:1.08"	"rarity_budget_clamp"	"Legacy price 75 and compute 5; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"colossus_impact_mirror"	"巨构冲击镜"	""	""	""	""	"record"	"record"	"family=colossus;role=converter;rarity=boss;price=0;compute=4;stats=atk_bonus:2|boss_drop:true|dash_shield_duration:0.9|effect_id:dash_impact_mirror"	"rarity_budget_clamp"	"Legacy price 0 and compute 4; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"paradise_cover_matrix"	"天堂火力矩阵"	""	""	""	""	"record"	"record"	"family=paradise;role=converter;rarity=boss;price=0;compute=4;stats=boss_drop:true|bullet_charge:14.0|effect_id:cover_fire_matrix"	"rarity_budget_clamp"	"Legacy price 0 and compute 4; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"warped_gravity_lens"	"扭曲引力透镜"	""	""	""	""	"record"	"record"	"family=warped;role=converter;rarity=boss;price=0;compute=4;stats=atk_bonus:3|boss_drop:true|effect_id:gravity_lens|gravity_pull_radius:280.0|gravity_pull_strength:560.0"	"rarity_budget_clamp"	"Legacy price 0 and compute 4; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"hell_eye_frenzy_iris"	"地狱狂热虹膜"	""	""	""	""	"record"	"record"	"family=hell_eye;role=converter;rarity=boss;price=0;compute=4;stats=atk_bonus:1|boss_drop:true|effect_id:frenzy_iris|fire_rate_mult:0.88|frenzy_damage_mult:1.18|frenzy_damage_taken_mult:0.82|frenzy_fire_rate_mult:0.82|frenzy_gain_mult:1.35|mineral_bonus:0|speed_mult:1.06"	"rarity_budget_clamp"	"Legacy price 0 and compute 4; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"divine_drone_seed"	"神使无人机种子"	""	""	""	""	"record"	"record"	"family=divine;role=converter;rarity=boss;price=0;compute=4;stats=boss_drop:true|drone_behavior:shooter|drone_damage_mult:1.3|drone_slots:1|effect_id:drone_seed"	"rarity_budget_clamp"	"Legacy price 0 and compute 4; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"colossus_aftershock_keel"	"巨构余震龙骨"	""	""	""	""	"record"	"record"	"family=colossus;role=converter;rarity=boss;price=0;compute=5;stats=atk_bonus:3|boss_drop:true|boss_drop_stage:2|dash_aftershock_damage_mult:0.5|dash_aftershock_radius:150.0|effect_id:dash_aftershock_keel"	"rarity_budget_clamp"	"Legacy price 0 and compute 5; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"colossus_singularity_ram"	"巨构奇点撞锤"	""	""	""	""	"record"	"record"	"family=colossus;role=converter;rarity=boss;price=0;compute=6;stats=boss_drop:true|boss_drop_stage:3|dash_chain:3|dash_damage_mult:1.4|effect_id:singularity_ram"	"rarity_budget_clamp"	"Legacy price 0 and compute 6; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"paradise_sunburst_rack"	"天堂日冕弹架"	""	""	""	""	"record"	"record"	"family=paradise;role=converter;rarity=boss;price=0;compute=5;stats=atk_bonus:2|boss_drop:true|boss_drop_stage:2|bullet_chain:3|effect_id:sunburst_rack"	"rarity_budget_clamp"	"Legacy price 0 and compute 5; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"paradise_heavenfall_array"	"天堂坠光阵列"	""	""	""	""	"record"	"record"	"family=paradise;role=converter;rarity=boss;price=0;compute=6;stats=atk_bonus:3|boss_drop:true|boss_drop_stage:3|bullet_split_count:4|bullet_split_damage_mult:0.5|bullet_split_spread_degrees:34.0|effect_id:heavenfall_array"	"rarity_budget_clamp"	"Legacy price 0 and compute 6; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"warped_event_horizon_spool"	"星核视界线轴"	""	""	""	""	"record"	"record"	"family=warped;role=converter;rarity=boss;price=0;compute=5;stats=atk_bonus:4|boss_drop:true|boss_drop_stage:2|bullet_mark_bonus:0.4|effect_id:event_horizon_spool"	"rarity_budget_clamp"	"Legacy price 0 and compute 5; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"warped_gravity_well_core"	"星核重井核心"	""	""	""	""	"record"	"record"	"family=warped;role=converter;rarity=boss;price=0;compute=6;stats=atk_bonus:4|boss_drop:true|boss_drop_stage:3|bullet_blackhole:760.0|effect_id:gravity_well_core"	"rarity_budget_clamp"	"Legacy price 0 and compute 6; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"hell_eye_redline_crown"	"地狱红线王冠"	""	""	""	""	"record"	"record"	"family=hell_eye;role=converter;rarity=boss;price=0;compute=5;stats=atk_bonus:2|boss_drop:true|boss_drop_stage:2|effect_id:redline_crown|fire_rate_mult:0.86|frenzy_damage_mult:1.32|frenzy_damage_taken_mult:0.76|frenzy_fire_rate_mult:0.76|frenzy_gain_mult:1.52|mineral_bonus:0|speed_mult:1.08"	"rarity_budget_clamp"	"Legacy price 0 and compute 5; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"hell_eye_apocalypse_pupil"	"地狱启示瞳"	""	""	""	""	"record"	"record"	"family=hell_eye;role=converter;rarity=boss;price=0;compute=6;stats=atk_bonus:4|boss_drop:true|boss_drop_stage:3|effect_id:apocalypse_pupil|fire_rate_mult:0.82|frenzy_damage_mult:1.52|frenzy_damage_taken_mult:0.68|frenzy_fire_rate_mult:0.68|frenzy_gain_mult:1.75|mineral_bonus:0|speed_mult:1.12"	"rarity_budget_clamp"	"Legacy price 0 and compute 6; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"divine_seraphim_link"	"神使炽天链路"	""	""	""	""	"record"	"record"	"family=divine;role=converter;rarity=boss;price=0;compute=5;stats=boss_drop:true|boss_drop_stage:2|drone_behavior:guardian|drone_slots:2|effect_id:seraphim_link"	"rarity_budget_clamp"	"Legacy price 0 and compute 5; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"divine_oracle_swarm_core"	"神使蜂群圣核"	""	""	""	""	"record"	"record"	"family=divine;role=converter;rarity=boss;price=0;compute=6;stats=boss_drop:true|boss_drop_stage:3|drone_behavior:kamikaze|drone_slots:3|effect_id:oracle_swarm_core"	"rarity_budget_clamp"	"Legacy price 0 and compute 6; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"impact_servos"	"冲击伺服肢"	""	""	""	""	"record"	"record"	"family=colossus;role=amplifier;rarity=common;price=55;compute=2;stats=dash_damage_mult:1.2"	"rarity_budget_clamp"	"Legacy price 55 and compute 2; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"extended_ram_plate"	"延展撞角板"	""	""	""	""	"record"	"record"	"family=colossus;role=starter;rarity=common;price=62;compute=3;stats=dash_mining:1.0"	"rarity_budget_clamp"	"Legacy price 62 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"kinetic_reflector"	"动能折返器"	""	""	""	""	"record"	"record"	"family=colossus;role=starter;rarity=rare;price=100;compute=4;stats=dash_chain:2"	"rarity_budget_clamp"	"Legacy price 85 and compute 4; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"scatter_regulator"	"散射调节阀"	""	""	""	""	"record"	"record"	"family=paradise;role=amplifier;rarity=common;price=52;compute=2;stats=bullet_count_bonus:1"	"rarity_budget_clamp"	"Legacy price 52 and compute 2; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"coil_accelerator"	"线圈加速器"	""	""	""	""	"record"	"record"	"family=paradise;role=starter;rarity=common;price=58;compute=2;stats=bullet_ring_count:1"	"rarity_budget_clamp"	"Legacy price 58 and compute 2; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"barrage_clock"	"弹幕时钟"	""	""	""	""	"record"	"record"	"family=paradise;role=starter;rarity=rare;price=100;compute=4;stats=bullet_split_count:2|bullet_split_damage_mult:0.35"	"rarity_budget_clamp"	"Legacy price 90 and compute 4; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"gravity_threader"	"引力穿线器"	""	""	""	""	"record"	"record"	"family=warped;role=starter;rarity=common;price=60;compute=3;stats=gravity_pull_radius:200.0|gravity_pull_strength:280.0"	"rarity_budget_clamp"	"Legacy price 60 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"singularity_spool"	"奇点线轴"	""	""	""	""	"record"	"record"	"family=warped;role=starter;rarity=rare;price=100;compute=4;stats=bullet_phase:1"	"rarity_budget_clamp"	"Legacy price 82 and compute 4; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"tidal_calculator"	"潮汐演算器"	""	""	""	""	"record"	"record"	"family=warped;role=amplifier;rarity=common;price=72;compute=3;stats=bullet_slow:0.35"	"rarity_budget_clamp"	"Legacy price 72 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"frenzy_injector"	"狂热注射器"	""	""	""	""	"record"	"record"	"family=hell_eye;role=amplifier;rarity=common;price=56;compute=2;stats=atk_bonus:0|fire_rate_mult:0.96|frenzy_gain_mult:1.18|mineral_bonus:0|speed_mult:1"	"rarity_budget_clamp"	"Legacy price 56 and compute 2; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"blood_heat_sink"	"血热散逸片"	""	""	""	""	"record"	"record"	"family=hell_eye;role=amplifier;rarity=common;price=74;compute=3;stats=atk_bonus:1|fire_rate_mult:1|frenzy_damage_taken_mult:0.92|mineral_bonus:0|speed_mult:1"	"rarity_budget_clamp"	"Legacy price 74 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"redline_metronome"	"红线节拍器"	""	""	""	""	"record"	"record"	"family=hell_eye;role=starter;rarity=rare;price=100;compute=4;stats=atk_bonus:1|fire_rate_mult:0.92|frenzy_fire_rate_mult:0.88|frenzy_gain_mult:1.16|mineral_bonus:0|speed_mult:1.03"	"rarity_budget_clamp"	"Legacy price 88 and compute 4; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"drone_hangar"	"折叠无人机库"	""	""	""	""	"record"	"record"	"family=divine;role=starter;rarity=rare;price=100;compute=5;stats=drone_behavior:shooter|drone_fire_interval_mult:0.8|drone_slots:1"	"rarity_budget_clamp"	"Legacy price 92 and compute 5; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"oracle_sync_chip"	"神谕同步芯片"	""	""	""	""	"record"	"record"	"family=divine;role=starter;rarity=common;price=70;compute=3;stats=atk_bonus:1|drone_behavior:shooter|drone_slots:1"	"rarity_budget_clamp"	"Legacy price 70 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"wingman_protocol"	"僚机协议"	""	""	""	""	"record"	"record"	"family=divine;role=starter;rarity=common;price=64;compute=2;stats=drone_behavior:guardian|drone_slots:1"	"rarity_budget_clamp"	"Legacy price 64 and compute 2; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"mineral_sieve"	"星髓筛分器"	""	""	""	""	"record"	"record"	"family=general;role=stabilizer;rarity=common;price=50;compute=2;stats=atk_bonus:0|fire_rate_mult:1|mineral_bonus:0.1|speed_mult:1"	"rarity_budget_clamp"	"Legacy price 45 and compute 2; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"armor_lattice"	"装甲晶格"	""	""	""	""	"record"	"record"	"family=general;role=amplifier;rarity=common;price=50;compute=2;stats=damage_taken_mult:0.88"	"rarity_budget_clamp"	"Legacy price 50 and compute 2; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"coolant_loop"	"冷却回路"	""	""	""	""	"record"	"record"	"family=general;role=stabilizer;rarity=common;price=50;compute=2;stats=atk_bonus:0|fire_rate_mult:0.92|mineral_bonus:0|speed_mult:1"	"rarity_budget_clamp"	"Legacy price 48 and compute 2; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"survey_lidar"	"勘探激光雷达"	""	""	""	""	"record"	"record"	"family=general;role=stabilizer;rarity=common;price=50;compute=2;stats=reveal_map:1.0"	"rarity_budget_clamp"	"Legacy price 42 and compute 1; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"ammo_compressor"	"弹仓压缩器"	""	""	""	""	"record"	"record"	"family=general;role=stabilizer;rarity=rare;price=100;compute=3;stats=atk_bonus:2|fire_rate_mult:0.94|mineral_bonus:0|speed_mult:1"	"rarity_budget_clamp"	"Legacy price 76 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"navigation_daemon"	"导航守护进程"	""	""	""	""	"record"	"record"	"family=general;role=stabilizer;rarity=common;price=68;compute=3;stats=atk_bonus:0|fire_rate_mult:1|mineral_bonus:0|speed_mult:1.08"	"rarity_budget_clamp"	"Legacy price 68 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"field_balancer"	"力场平衡器"	""	""	""	""	"record"	"record"	"family=general;role=stabilizer;rarity=rare;price=100;compute=4;stats=atk_bonus:1|fire_rate_mult:0.96|mineral_bonus:0.08|speed_mult:1.06"	"rarity_budget_clamp"	"Legacy price 84 and compute 4; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"risk_ledger"	"危机账本"	""	""	""	""	"record"	"record"	"family=general;role=stabilizer;rarity=rare;price=100;compute=4;stats=crisis_atk_scale:1.5|mineral_bonus:0.14"	"rarity_budget_clamp"	"Legacy price 95 and compute 4; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"phase_bootloader"	"相位启动器"	""	""	""	""	"record"	"record"	"family=colossus;role=starter;rarity=rare;price=100;compute=3;stats=dash_rebound_bonus:0.28"	"rarity_budget_clamp"	"Legacy price 78 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"cache_diviner"	"缓存占卜器"	""	""	""	""	"record"	"record"	"family=general;role=stabilizer;rarity=common;price=66;compute=2;stats=mineral_bonus:0.1|reveal_map:1.0"	"rarity_budget_clamp"	"Legacy price 66 and compute 2; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"colossus_impact_coil"	"巨构冲击线圈"	""	""	""	""	"record"	"record"	"family=colossus;role=amplifier;rarity=common;price=68;compute=2;stats=dash_damage_mult:1.14"	"rarity_budget_clamp"	"Legacy price 68 and compute 2; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"colossus_ramming_keel"	"巨构撞击龙骨"	""	""	""	""	"record"	"record"	"family=colossus;role=starter;rarity=common;price=74;compute=3;stats=dash_rebound_bonus:0.2"	"rarity_budget_clamp"	"Legacy price 74 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"colossus_phase_anchor"	"巨构相位锚"	""	""	""	""	"record"	"record"	"family=colossus;role=amplifier;rarity=rare;price=118;compute=5;stats=dash_trail_damage_mult:0.35"	"rarity_budget_clamp"	"Legacy price 118 and compute 5; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"colossus_afterburner_vane"	"巨构尾焰导叶"	""	""	""	""	"record"	"record"	"family=colossus;role=amplifier;rarity=common;price=86;compute=3;stats=dash_shield_duration:0.4"	"rarity_budget_clamp"	"Legacy price 86 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"colossus_kinetic_battery"	"巨构动能电池"	""	""	""	""	"record"	"record"	"family=colossus;role=bridge;rarity=rare;price=126;compute=5;stats=bridge_rule:aftershock_mass_mark|dash_aftershock_damage_mult:0.35|dash_aftershock_radius:110.0|proc_coefficient:0.5"	"rarity_budget_clamp"	"Legacy price 126 and compute 5; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"colossus_rebound_gyros"	"巨构折返陀螺"	""	""	""	""	"record"	"record"	"family=colossus;role=starter;rarity=common;price=82;compute=3;stats=dash_aftershock_damage_mult:0.25|dash_aftershock_radius:85.0"	"rarity_budget_clamp"	"Legacy price 82 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"colossus_crash_recorder"	"巨构撞击记录仪"	""	""	""	""	"record"	"record"	"family=colossus;role=bridge;rarity=rare;price=135;compute=4;stats=bridge_rule:dash_fan_shot|dash_chain:1|dash_damage_mult:1.15|proc_coefficient:0.35"	"rarity_budget_clamp"	"Legacy price 135 and compute 4; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"colossus_titan_piston"	"巨构泰坦活塞"	""	""	""	""	"record"	"record"	"family=colossus;role=amplifier;rarity=epic;price=170;compute=6;stats=atk_bonus:3|dash_trail_damage_mult:0.5"	"rarity_budget_clamp"	"Legacy price 168 and compute 6; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"colossus_vector_plow"	"巨构矢量犁"	""	""	""	""	"record"	"record"	"family=colossus;role=amplifier;rarity=common;price=70;compute=2;stats=dash_damage_mult:1.18"	"rarity_budget_clamp"	"Legacy price 70 and compute 2; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"colossus_guarded_charge"	"巨构护航冲锋核"	""	""	""	""	"record"	"record"	"family=colossus;role=starter;rarity=rare;price=142;compute=5;stats=dash_rebound_bonus:0.4"	"rarity_budget_clamp"	"Legacy price 142 and compute 5; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"colossus_shear_boots"	"巨构剪切推进靴"	""	""	""	""	"record"	"record"	"family=colossus;role=amplifier;rarity=common;price=78;compute=3;stats=dash_trail_damage_mult:0.22"	"rarity_budget_clamp"	"Legacy price 78 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"colossus_momentum_vault"	"巨构动量库"	""	""	""	""	"record"	"record"	"family=colossus;role=amplifier;rarity=epic;price=182;compute=7;stats=dash_shield_duration:0.6"	"rarity_budget_clamp"	"Legacy price 182 and compute 7; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"paradise_splitter_board"	"天堂分流板"	""	""	""	""	"record"	"record"	"family=paradise;role=starter;rarity=common;price=76;compute=2;stats=bullet_split_count:1"	"rarity_budget_clamp"	"Legacy price 76 and compute 2; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"paradise_rapid_breech"	"天堂速射炮闩"	""	""	""	""	"record"	"record"	"family=paradise;role=amplifier;rarity=common;price=82;compute=3;stats=fire_rate_mult:0.92"	"rarity_budget_clamp"	"Legacy price 82 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"paradise_tracer_fan"	"天堂曳光扇"	""	""	""	""	"record"	"record"	"family=paradise;role=bridge;rarity=common;price=88;compute=3;stats=bridge_rule:split_inherit_homing|bullet_chain:1|proc_coefficient:0.5"	"rarity_budget_clamp"	"Legacy price 88 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"paradise_pressure_chamber"	"天堂增压膛"	""	""	""	""	"record"	"record"	"family=paradise;role=starter;rarity=rare;price=124;compute=4;stats=atk_bonus:2|bullet_ring_count:1"	"rarity_budget_clamp"	"Legacy price 124 and compute 4; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"paradise_salvo_kernel"	"天堂齐射核心"	""	""	""	""	"record"	"record"	"family=paradise;role=starter;rarity=rare;price=138;compute=5;stats=bullet_chain:2"	"rarity_budget_clamp"	"Legacy price 138 and compute 5; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"paradise_skyline_magazine"	"天堂天际弹仓"	""	""	""	""	"record"	"record"	"family=paradise;role=starter;rarity=common;price=90;compute=3;stats=bullet_charge:6.0"	"rarity_budget_clamp"	"Legacy price 92 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"paradise_cascade_nozzle"	"天堂瀑流喷口"	""	""	""	""	"record"	"record"	"family=paradise;role=starter;rarity=rare;price=146;compute=5;stats=bullet_ring_count:2"	"rarity_budget_clamp"	"Legacy price 146 and compute 5; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"paradise_starfall_clock"	"天堂坠星钟"	""	""	""	""	"record"	"record"	"family=paradise;role=bridge;rarity=epic;price=174;compute=6;stats=bridge_rule:split_secondary_trigger|bullet_pierce:3|proc_coefficient:0.35"	"rarity_budget_clamp"	"Legacy price 174 and compute 6; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"paradise_halo_lattice"	"天堂光环晶格"	""	""	""	""	"record"	"record"	"family=paradise;role=starter;rarity=common;price=78;compute=2;stats=bullet_pierce:1"	"rarity_budget_clamp"	"Legacy price 78 and compute 2; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"paradise_orbital_rake"	"天堂轨道耙"	""	""	""	""	"record"	"record"	"family=paradise;role=starter;rarity=rare;price=132;compute=4;stats=bullet_pierce:2"	"rarity_budget_clamp"	"Legacy price 132 and compute 4; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"paradise_plasma_conductor"	"天堂等离子导体"	""	""	""	""	"record"	"record"	"family=paradise;role=amplifier;rarity=common;price=84;compute=3;stats=bullet_speed_mult:1.14"	"rarity_budget_clamp"	"Legacy price 84 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"paradise_burst_synchronizer"	"天堂爆发同步器"	""	""	""	""	"record"	"record"	"family=paradise;role=starter;rarity=epic;price=188;compute=7;stats=bullet_charge:10.0"	"rarity_budget_clamp"	"Legacy price 188 and compute 7; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"warped_seek_processor"	"扭曲索敌处理器"	""	""	""	""	"record"	"record"	"family=warped;role=starter;rarity=common;price=78;compute=2;stats=homing_range:400.0|homing_strength:2.5"	"rarity_budget_clamp"	"Legacy price 78 and compute 2; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"warped_orbit_compass"	"扭曲轨道罗盘"	""	""	""	""	"record"	"record"	"family=warped;role=starter;rarity=common;price=86;compute=3;stats=homing_range:440.0|homing_strength:2.8"	"rarity_budget_clamp"	"Legacy price 86 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"warped_tide_hook"	"扭曲潮汐钩"	""	""	""	""	"record"	"record"	"family=warped;role=bridge;rarity=rare;price=128;compute=4;stats=bridge_rule:pulled_target_split|bullet_slow:0.5|proc_coefficient:0.5"	"rarity_budget_clamp"	"Legacy price 128 and compute 4; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"warped_mass_marker"	"扭曲质量标记器"	""	""	""	""	"record"	"record"	"family=warped;role=amplifier;rarity=common;price=90;compute=3;stats=bullet_mark_bonus:0.15"	"rarity_budget_clamp"	"Legacy price 92 and compute 3; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"warped_echo_lens"	"扭曲回声透镜"	""	""	""	""	"record"	"record"	"family=warped;role=amplifier;rarity=rare;price=136;compute=5;stats=bullet_mark_bonus:0.22"	"rarity_budget_clamp"	"Legacy price 136 and compute 5; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"warped_curve_predictor"	"扭曲曲线预言器"	""	""	""	""	"record"	"record"	"family=warped;role=starter;rarity=common;price=80;compute=2;stats=homing_range:360.0|homing_strength:2.0"	"rarity_budget_clamp"	"Legacy price 80 and compute 2; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"warped_null_sleeve"	"扭曲虚无套筒"	""	""	""	""	"record"	"record"	"family=warped;role=starter;rarity=rare;price=142;compute=5;stats=bullet_phase:3"	"rarity_budget_clamp"	"Legacy price 142 and compute 5; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"warped_pulse_snare"	"扭曲脉冲索套"	""	""	""	""	"record"	"record"	"family=warped;role=starter;rarity=rare;price=150;compute=5;stats=bullet_blackhole:440.0"	"rarity_budget_clamp"	"Legacy price 150 and compute 5; normalized by rarity and pure-stat caps."
"1.0"	"equipment"	"auxiliary"	"warped_magnetar_seed"	"扭曲磁星种子"	""	""	""	""	"record"	"record"	"family=warped;role=starter;rarity=epic;price=176;compute=6;stats=homing_range:620.0|homing_strength:6.0"	"rarity_budget_clamp"	"Legacy price 176 and compute 6; normalized by rarity and pure-stat caps."
